meta_edible_portion_percent,meta_id,meta_name_en,meta_name_vi,nutrition_per_100g_amino_acids_alanine_mg,nutrition_per_100g_amino_acids_arginine_mg,nutrition_per_100g_amino_acids_aspartic_acid_mg,nutrition_per_100g_amino_acids_cystine_mg,nutrition_per_100g_amino_acids_glutamic_acid_mg,nutrition_per_100g_amino_acids_glycine_mg,nutrition_per_100g_amino_acids_histidine_mg,nutrition_per_100g_amino_acids_isoleucine_mg,nutrition_per_100g_amino_acids_leucine_mg,nutrition_per_100g_amino_acids_lysine_mg,nutrition_per_100g_amino_acids_methionine_mg,nutrition_per_100g_amino_acids_phenylalanine_mg,nutrition_per_100g_amino_acids_proline_mg,nutrition_per_100g_amino_acids_serine_mg,nutrition_per_100g_amino_acids_threonine_mg,nutrition_per_100g_amino_acids_tryptophan_mg,nutrition_per_100g_amino_acids_tyrosine_mg,nutrition_per_100g_amino_acids_valine_mg,nutrition_per_100g_carotenoids_alpha_carotene_mcg,nutrition_per_100g_carotenoids_beta_carotene_mcg,nutrition_per_100g_carotenoids_beta_cryptoxanthin_mcg,nutrition_per_100g_carotenoids_lutein_zeaxanthin_mcg,nutrition_per_100g_carotenoids_lycopene_mg,nutrition_per_100g_energy_kcal,nutrition_per_100g_energy_kj,nutrition_per_100g_isoflavones_daidzein_mg,nutrition_per_100g_isoflavones_genistein_mg,nutrition_per_100g_isoflavones_glycitein_mg,nutrition_per_100g_isoflavones_total_mg,nutrition_per_100g_lipids_total_monounsaturated_fat_g,nutrition_per_100g_lipids_total_polyunsaturated_fat_g,nutrition_per_100g_lipids_total_saturated_fat_g,nutrition_per_100g_lipids_total_trans_fat_g,nutrition_per_100g_macros_ash_g,nutrition_per_100g_macros_carbohydrate_g,nutrition_per_100g_macros_fat_g,nutrition_per_100g_macros_fiber_g,nutrition_per_100g_macros_protein_g,nutrition_per_100g_macros_water_g,nutrition_per_100g_minerals_calcium_mg,nutrition_per_100g_minerals_copper_mcg,nutrition_per_100g_minerals_iron_mg,nutrition_per_100g_minerals_magnesium_mg,nutrition_per_100g_minerals_manganese_mg,nutrition_per_100g_minerals_phosphorus_mg,nutrition_per_100g_minerals_potassium_mg,nutrition_per_100g_minerals_selenium_mcg,nutrition_per_100g_minerals_sodium_mg,nutrition_per_100g_minerals_zinc_mg,nutrition_per_100g_purines_purines_mg,nutrition_per_100g_sugars_fructose_g,nutrition_per_100g_sugars_galactose_g,nutrition_per_100g_sugars_glucose_g,nutrition_per_100g_sugars_lactose_g,nutrition_per_100g_sugars_maltose_g,nutrition_per_100g_sugars_sucrose_g,nutrition_per_100g_sugars_total_sugar_g,nutrition_per_100g_vitamins_folate_mcg,nutrition_per_100g_vitamins_vitamin_a_mcg,nutrition_per_100g_vitamins_vitamin_b12_mcg,nutrition_per_100g_vitamins_vitamin_b1_mg,nutrition_per_100g_vitamins_vitamin_b2_mg,nutrition_per_100g_vitamins_vitamin_b5_mg,nutrition_per_100g_vitamins_vitamin_b6_mg,nutrition_per_100g_vitamins_vitamin_b9_mcg,nutrition_per_100g_vitamins_vitamin_c_mg,nutrition_per_100g_vitamins_vitamin_d_mcg,nutrition_per_100g_vitamins_vitamin_e_mg,nutrition_per_100g_vitamins_vitamin_k_mcg,nutrition_per_100g_vitamins_vitamin_pp_mg
100.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,90,376,0,0,0,0,0.1,0.1,0.08,,3.9,0.0,1.1,0.0,20.0,75.0,18,250,1.5,20,,147,285,14.1,58,1.0,,0,0,0,0,0,0,0,15,15,0.4,0.14,0.25,,0.12,0,0,,1,0.1,1.2
2.0,359,Silk worm,NHỜNG,,,,,,,,,,,,,,,,,,,0,0,0,0,0,111,462,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,877,1194,1675,238,2712,985,417,897,1430,1305,447,810,910,782,811,204,587,955,0,0,0,0,0,119,498,,,,0,1.12,1.09,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,,"Goby, gudgeon",Cá Bống,1067,957,2243,260,2781,777,419,897,1555,1944,598,718,718,718,927,176,718,987,,,,,,70,295,0,0,0,0,,,,,1.5,0.0,0.8,0.0,15.8,81.9,17,,0.9,,,181,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,
31.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,113,472,,,,0,,,,,,0.0,3.6,,20.1,,63,,0.2,,,176,,,,,,,,,,,,,,,,,,,,,0,,,,
40.0,,Carp,Cá Chép,975,927,1505,177,2255,975,335,822,1249,1249,476,566,945,847,686,200,532,1085,0,0,0,0,0,96,403,,,,0,2.24,1.43,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,115,483,0,0,0,0,,,,,1.8,0.0,5.0,0.0,17.6,75.6,64,,,,,70,,,,,,0,0,0,0,0,0,0,,,,,,,,,0,,,,
100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,96,403,0,0,0,0,,,,,3.7,0.0,2.3,0.0,18.9,75.1,527,,,,,885,,,,,,0,0,0,0,0,0,0,,,,,,,,,0,,,,
45.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,87,364,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,94,393,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,83,347,0,0,0,0,,,,,1.6,0.0,0.9,0.0,18.7,78.8,80,,,,,130,,,,,,0,0,0,0,0,0,0,,,,,,,,,0,,,,
42.0,,,,1170,1158,1981,207,1889,929,570,892,1573,1777,573,755,684,789,848,217,653,997,0,0,0,0,0,,,0,0,0,0,1.08,0.72,1.12,,1.2,0.0,3.3,0.0,19.5,76.0,21,51,1.0,29,0.02,224,357,36.5,65,0.52,,0,0,0,0,0,0,0,9,45,0.22,0.07,0.15,0.76,0.425,0,0,,1,0.1,4.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,98,412,0,0,0,0,,,,,1.5,0.0,2.0,0.0,20.1,76.4,90,,,,,100,,,,,,0,0,0,0,0,0,0,,,,,,,,,0,,,,
40.0,,,,1307,1294,2214,232,3227,1038,636,996,1757,1985,640,844,764,882,948,242,730,1114,0,0,0,0,0,136,568,,,,0,2.13,1.99,1.26,,,0.0,5.3,,22.0,71.3,13,51,1.1,31,0.01,230,423,36.5,46,0.41,170,,,,,,,,9,30,4.17,0.22,0.07,0.823,0.549,0,0,,0.65,0.1,7.0
15.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,208,872,0,0,0,0,,,,,15.0,0.0,3.9,0.0,43.3,,120,,0.9,,,95,,,,,,0,0,0,0,0,0,0,,,,0.08,0.31,,,,0,,,,4.6
,STT: 373,Catfish,Cá Lạc,,,,,,,,,,,,,,,,,,,0,0,0,0,0,71,298,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,144,600,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,,,,1443,1182,2093,198,2742,1119,415,1073,1687,2057,577,821,767,992,1010,216,731,1308,,,,,,124,519,0,0,0,0,,,,,1.2,0.0,6.0,0.0,17.5,75.3,80,170,3.0,24,,240,,58,100,,,0,0,0,0,0,0,0,,20,0.14,0.02,0.15,,0.96,,0,,,,10.1
100,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,151,631,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,377,Anchovy,Cá Mồi,,,,,,,,,,,,,,,,,,,0,0,0,0,0,116,487,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,,,,,930,,,,,420,1100,1260,1420,470,610,,,750,230,,910,,,,,,80,334,0,0,0,0,,,,,1.4,0.0,1.1,0.0,17.5,80.0,42,,1.4,,,173,,,,,,0,0,0,0,0,0,0,,,,0.06,0.08,,,,0,,,,2.2
42.0,,,,1414,1399,2394,251,3489,1122,688,1077,1900,2147,692,913,827,954,1025,262,789,1204,0,0,0,0,0,87,363,0,0,0,0,0.15,0.28,0.24,,1.2,0.0,0.3,0.0,21.0,77.5,44,64,1.0,50,0.01,206,518,36.5,78,0.52,,0,0,0,0,0,0,0,2,5,0.52,0.02,0.08,0.75,0.9,0,1,,0.5,0.1,4.0
100,,,,1231,1217,2084,218,3038,977,599,938,1654,1869,602,794,720,830,892,228,687,1048,0,0,0,0,0,111,462,0,0,0,0,1.18,1.64,1.28,,1.6,0.0,3.3,0.0,20.2,74.9,85,211,3.25,41,0.07,160,383,36.5,104,1.72,,0,0,0,0,0,0,0,9,15,0.62,0.06,0.26,0.645,0.143,0,0,,0.57,0.1,14.0
,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,1.4,0.0,4.5,0.0,15.9,78.2,40,,,,,50,,,,,,0,0,0,0,0,0,0,,,,,,,,,0,,,,
40.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,97,406,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,383,Anabas,Cá Rô Đông,,,,,,,,,,,,,,,,,,,0,0,0,0,0,126,527,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,100,416,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,385,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,73,306,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,,,,1100,1000,1700,140,2200,840,840,900,1400,1600,520,730,610,730,790,190,640,1100,0,0,0,0,0,166,692,0,0,0,0,4.05,2.48,2.42,,1.3,0.0,10.3,0.0,18.2,70.2,50,200,1.3,35,,90,486,,110,,,0,0,0,0,0,0,0,,10,,0.07,0.17,,,,0,,,,6.6
30.0,387,Anhui Catfish,Cá Thu Đao,1214,1201,2055,215,2996,963,591,925,1631,1843,594,783,710,819,880,225,678,1034,0,0,0,0,0,156,651,0,0,0,0,2.63,1.94,2.25,,1.3,0.0,8.4,0.0,20.0,70.3,22,93,3.0,28,0.02,190,406,36.5,86,0.67,,0,0,0,0,0,0,0,2,35,4.4,0.05,0.1,0.316,0.33,0,0,,1,0.1,6.0
26.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,110,462,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,389,"Carp, amur",Cá Trầm Cò,,,,,,,,,,,,,,,,,,,0,0,0,0,0,91,382,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,,,,941,931,1593,167,2322,747,458,717,1264,1429,460,607,550,635,682,174,525,801,0,0,0,0,0,173,724,0,0,0,0,3.59,1.57,1.77,,1.2,0.0,11.9,0.0,16.5,70.4,20,101,1.0,23,0.02,210,299,12.6,53,0.74,,0,0,0,0,0,0,0,10,93,2.47,0.1,0.04,0.6,0.188,0,0,,1.2,0.1,1.4
35.0,,,,991,981,1679,176,2447,787,483,755,1332,1506,485,640,580,669,719,184,553,845,,,,,,166,695,0,0,0,0,6.87,2.42,3.26,,1.2,0.0,10.6,0.0,17.7,70.5,64,300,2.8,32,0.02,174,423,36.5,160,0.53,,0,0,0,0,0,0,0,5,20,10,0.02,0.18,1,0.45,0,0,,,,5.0
27.6,,"Major carp, mud carp; cirrhinus molitorella",Cá Trôi,,,,,,,,,,,,,,,,,,,0,0,0,0,0,127,529,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,,,,982,1084,2054,283,2780,811,407,800,1540,1526,517,820,773,839,888,278,806,853,0,0,0,0,0,103,433,,,,0,0.08,0.13,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,87,364,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,54,226,0,0,0,0,0.19,0.39,0.22,,1.9,0.0,0.7,0.0,11.9,85.5,89,669,0.74,34,0.15,229,329,37.4,293,3.54,,0,0,0,0,0,0,0,44,2,9,0.03,0.71,0.35,0.15,0,0,,,,2.7
0.0,,,,1460,1325,2040,305,3060,3195,210,715,1090,885,335,510,1530,1020,1090,125,545,920,0,0,0,0,0,90,374,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.0,,,,266,467,438,59,618,244,45,194,309,330,108,194,179,201,165,42,151,151,0,0,0,0,0,45,187,0,0,0,0,,,,,0.9,5.1,0.7,0.0,4.5,88.8,144,,1.6,,,86,,,,,,,,,,,,,,,,,0.12,,,,0,,,,2.3
35.0,,,,922,1190,170,158,2840,815,495,1360,1320,1040,700,1260,658,957,1340,30,672,1140,0,0,0,0,0,180,752,0,0,0,0,7.19,0.95,2.36,,1.4,0.2,11.7,0.0,18.4,68.3,35,23,1.0,20,0.04,164,272,6.5,51,1.62,,,,,,,,,15,1800,3,0.15,0.31,0.24,0.067,0,0,,4,0,3.8
4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,291,1217,0,0,0,0,,,,,6.7,2.5,4.5,0.0,60.1,26.2,27,,5.6,,,287,,,,,,,,,,,,,,,,0.13,0.17,,,,0,,,,6.8
22.0,,,,942,1136,1503,204,2118,974,299,678,1096,1164,351,558,635,698,670,174,498,680,0,0,0,0,0,73,307,0,0,0,0,0.11,0.52,0.36,,1.4,0.0,0.9,0.0,16.3,81.4,14,1891,0.6,33,0.04,150,273,44.8,44,0.7,,,,,,,,,5,10,1.3,0.01,0.06,0.5,0.056,0,5,,1.2,0,1.0
67.0,,"Snail medium - size, edible",Ốc Bươu,,,,,,,,,,,,,,,,,,,0,0,0,0,0,84,351,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,63,264,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,84,353,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,72,303,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,83,347,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,77,321,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,407,Typhlorynchus sinensis,Rươi,,,,,,,,,,,,,,,,,,,0,0,0,0,0,89,373,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80.0,,,,522,767,827,148,1489,458,153,762,833,722,245,425,632,425,419,87,228,484,0,0,0,0,0,78,328,0,0,0,0,0.36,0.89,0.51,,1.2,4.9,2.3,0.0,9.5,82.1,37,1576,1.9,42,0.6,82,223,77,380,13.4,,,,,,,,,10,53,16,0.03,0.15,0.5,0.05,0,0,,,,1.7
80,,Tiny shrimp,Tép gao,,,,,,,,,,,,,,,,,,,,,,,,58,241,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,269,1125,0,0,0,0,,,,,13.5,0.7,3.0,0.0,59.8,23.0,2000,,5.5,,,605,,,,,,,,,,,,,,,,0.03,0.07,,,,0,,,,2.5
54.0,,,,,,,,,,,,,,,,,,,,,,,5,,,,82,344,,,,0,0.25,0.87,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,,,961,1730,1872,200,2844,1141,400,980,1560,1560,630,830,644,674,750,180,556,940,,,,,,90,376,0,0,0,0,,,,,2.9,0.0,1.8,0.0,18.4,76.9,1120,,2.2,42,,150,316,58.8,418,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15,,0.02,0.03,,,,0,,,,3.2
5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,347,1450,0,0,0,0,,,,,5.5,2.5,3.8,0.0,75.6,12.6,236,,4.6,,,995,,,,,,,,,,,,,,,,0.16,0.34,,,,0,,,,9.5
60.0,,,,,240,,,,,60,270,270,200,120,250,,,340,50,,250,0,0,0,0,0,38,160,0,0,0,0,0.08,0.28,0.09,,1.9,2.5,1.1,0.0,4.6,89.9,668,344,1.5,9,0.5,107,314,24.3,56,1.37,,,,,,,,,16,90,49.44,0.02,0.46,0.362,0.06,0,0,,0.31,0.2,3.1
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,676,2827,0,0,0,0,,,,,1.3,34.1,59.2,0.0,1.6,,175,,,,,30,,,,,,,,,,,,,,,,,,,,,0,,,,
0.0,,Shrimp paste,Bánh Phồng Tôm Sống,,,,,,,,,,,,,,,,,,,,,,,,381,1596,0,0,0,0,,,,,1.9,75.3,7.4,0.0,3.4,12.0,258,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,Fish flour with bones,Bột Cá,,,,,,,,,,,,,,,,,,,,,,,,323,1351,,,,,,,,,11.3,3.0,2.9,0.0,71.2,11.6,505,,50.0,,,207,,,,,,,,,,,,,,,,0.03,0.38,,,,0,,,,
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,312,1304,0,0,0,0,,,,,13.2,3.0,4.1,0.0,65.7,,26,,,,,654,,,,,,,,,,,,,,,,,,,,,0,,,,
0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,305,1275,0,0,0,0,,,,,14.6,3.7,3.1,0.0,65.5,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,,,,744,778,1084,280,1068,436,290,746,1080,796,428,703,488,963,598,188,514,876,0,0,0,55,0,166,693,,,,0,3.81,1.36,3.1,,1.1,0.5,11.6,0.0,14.8,72.0,55,55,2.7,11,0.04,210,176,31.7,158,0.9,,0.11,0.11,0.21,0.11,0.11,0.11,0.77,47,700,1.29,0.16,0.31,1.438,0.143,0,0,0.88,0.97,0.3,0.2
0.0,421,,,817,1130,1361,290,1995,692,391,934,1387,1104,414,709,678,1351,883,238,701,994,38,88,33,1094,0,327,1366,,,,0,11.74,4.2,9.55,,1.6,1.0,29.8,0.0,13.6,54.0,134,125,7.0,14,0.06,532,169,18.3,108,3.7,,0.07,0.07,0.18,0.07,0.07,0.07,0.56,146,960,1.95,0.32,0.52,2.99,0.35,0,0,2.68,2.58,0.7,0.0
100.0,,,,697,631,956,268,1507,404,245,659,940,665,420,679,406,797,481,166,434,809,0,0,0,0,0,46,193,,,,0,0.0,0.0,0.0,,0.6,1.0,0.1,0.0,10.3,88.0,19,25,0.3,7,0.01,16,172,6.8,215,0.2,,0.07,0.07,0.34,0.07,0.07,0.07,0.71,4,0,0.09,0.01,0.26,0.19,0.005,0,0,,,,0.1
12.0,,,,631,765,777,285,1789,422,320,598,1097,951,576,840,480,963,736,260,613,885,0,14,12,459,0,184,769,,,,0,6.53,1.22,3.68,,1.8,1.0,14.2,0.0,13.0,70.0,71,62,3.2,17,0.04,210,258,36.4,191,0.8,,,,,,,,0.93,80,360,5.4,0.15,0.3,1.862,0.25,0,0,,1.34,0.4,0.1
100.0,,,,705,801,1398,191,1736,462,447,827,1315,1180,434,679,1059,1207,868,204,705,963,,695,,,,364,1524,,,,,,,,,1.8,4.8,32.3,0.0,13.6,47.5,146,,5.6,,,328,,,,,,,,,,,,,,1625,,0.54,0.94,,,,0,,,,0.2
100.0,,,,493,428,1069,203,1635,407,267,535,1026,759,694,780,780,994,802,150,588,845,0,0,0,0,0,47,196,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,426,,,762,835,1294,311,1662,434,315,816,1146,881,421,737,518,992,641,209,543,940,0,11,10,369,0,154,643,0,0,0,0,4.32,1.32,3.56,,1.1,0.4,11.1,0.0,13.1,74.4,64,62,3.65,13,0.04,226,132,32,141,1.47,,,,,,,,0.41,66,155,1.58,0.13,0.79,1.761,0.15,0,0,,1.08,0.3,0.2
100.0,,Fish Roe,Trứng Cá,,,,,,,,,,,,,,,,,,,,,,,,171,716,,,,,,,,,4.7,0.0,9.9,0.0,20.5,64.9,28,,1.1,,,230,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,"Fish caviar, black and red, granule",Trứng Cá Muối,1653,1590,2385,449,3633,740,649,1035,2133,1834,646,1071,1200,1897,1263,323,968,1263,0,0,0,720,0,274,1144,0,0,0,0,4.63,7.41,4.06,,6.5,3.5,17.9,0.0,24.6,47.5,275,110,11.88,300,0.05,356,181,65.5,1500,0.95,,0,0,0,0,0,0,0,50,561,20,0.19,0.62,3.5,0.32,0,0,5.8,7,0.7,0.1
12.0,,,,,,,,,,,,,,,,,,,,,,,435,,,,182,761,,,,,,,,,3.0,4.0,12.4,0.0,13.6,,82,,3.0,,,212,,,,,,,,,,,,,,875,,0.12,0.25,,,,3,,,,0.8
100.0,,,,,,,,,,,,,,,,,,,,,,,770,,,,563,2356,,,,,,,,,3.5,1.8,42.2,0.0,44.0,8.5,186,,9.3,,,786,,,,,,,,,,,,,,1340,,0.35,1.23,,,,,,,,0.2
100,431,,,95,170,221,28,640,57,100,250,460,320,90,180,297,167,190,50,137,240,0,22,0,0,0,74,311,,,,0,0.81,0.2,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,,,106,101,244,85,636,58,85,159,313,249,80,191,350,170,161,42,212,207,0,20,0,0,0,,,0,0,0,0,1.11,0.15,2.67,,0.7,4.5,4.1,0.0,3.5,87.2,147,46,0.1,14,0.02,126,204,1.4,50,0.3,,,,,,,,4.45,1,50,0.07,0.04,0.18,0.31,0.046,0,3,0.3,0.07,0.3,0.3
100.0,,,,58,60,130,26,264,34,59,110,150,110,40,90,137,60,70,30,82,130,0,1,0,1,3,61,255,,,,,1.66,0.5,2.01,,0.2,7.0,3.0,0.0,1.5,88.3,34,14,0.1,2,0.01,15,41,1.8,15,0.4,,,,,,,,6.89,5,90,0.05,0.01,0.04,0.223,0.011,0,6,0.1,0.08,0.3,0.1
100.0,434,,,134,135,310,39,898,80,109,228,388,360,107,199,417,234,181,56,192,298,0,11,0,0,0,61,255,0,0,0,0,0.89,0.09,2.1,,0.7,3.6,3.7,0.0,3.3,88.7,120,9,0.1,12,0.0,95,155,2.2,46,0.59,,,,,,,,4.66,7,25,0.37,0.04,0.2,0.389,0.032,0,1,,,,0.1
100.0,,"Yogurt, chocolate, nonfat milk",Sữa chua vỏ béo,,,,,,,,,,,,,,,,,,,0,,0,0,0,103,432,0,0,0,0,0.0,0.0,0.0,,1.4,22.3,0.0,1.2,3.5,71.6,143,209,0.06,40,,109,339,7,135,1.13,,,,,,,,14.97,12,4,0.5,0.04,0.2,,0.047,0,1,,0,0,0.1
0.0,10006,"Milk powder, whole",Sữa Bột Toàn Phân,1031,942,1909,243,5697,524,772,1301,2541,2230,699,1291,2471,132,1231,381,1366,1615,0,43,0,0,0,494,2067,0,0,0,0,7.92,0.87,16.74,,5.5,38.0,26.0,0.0,27.0,3.5,939,80,1.1,85,0.04,790,1330,16.3,371,3.34,,,,,,,,38.42,37,318,3.25,0.24,1.31,2.271,0.302,0,10,7.8,0.48,1.8,0.7
100.0,,,,,1025,,131,,,877,2278,3177,3047,1243,1700,,,1542,441,1559,2310,0,1,0,0,0,357,1494,0,0,0,0,0.2,0.03,0.5,,8.0,52.0,1.0,0.0,35.0,4.0,1400,41,0.45,110,0.02,980,1794,27.3,535,4.08,,,,,,,,51.48,50,6,4.03,0.42,0.6,3.568,0.361,0,6,8.3,0,0.1,1.2
100.0,,,,272,263,648,68,1518,185,206,392,698,536,194,401,728,428,353,101,383,494,0,50,0,0,0,336,1404,0,0,0,0,,,,,1.7,56.0,8.8,0.0,8.1,25.4,307,,0.6,,,219,,,,,,,,,,,,,,58,,0.06,0.3,,,,0,,,,0.2
100.0,,Cheese (whole fat),PHO MẬT,734,808,1691,141,5631,469,683,1138,2076,1883,596,1286,2612,1401,943,369,1385,1618,0,118,0,0,0,380,1590,0,0,0,0,9.39,0.94,21.09,,4.7,0.0,30.9,0.0,25.5,38.9,760,31,0.5,28,0.01,424,98,13.9,621,3.11,,,,,,,,0.52,18,275,0.83,0.1,0.51,0.413,0.074,0,1,0.3,0.29,2.8,0.1
100.0,,"Banana, canned, sweetened",Chuối Nước Đường,,,,,,,,,,,,,,,,,,,0,,0,0,,58,241,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,441,Cucumber (canned),Dưa chuột hộp,11,21,20,2,95,12,5,10,14,14,3,9,8,10,9,3,6,11,14,55,32,29,0,8,33,,,,0,0.0,0.08,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,"Pineapple, canned, sweetened",Dứa hộp,18,12,82,1,41,14,8,9,14,16,9,9,9,19,9,5,9,12,0,23,0,0,0,53,223,,,,0,0.01,0.04,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,680,2843,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,56,233,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,"Plum, canned, sweetened",Mãn nước đỗng,14,6,116,2,17,6,6,7,10,8,3,8,16,9,8,,3,9,0,127,23,49,0,64,268,,,,0,0.07,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,198,830,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,,,,,,,,,,,,,,,,,,,,,,50,,,,218,914,0,0,0,,,,,,0.4,54.2,0.0,2.2,0.4,42.8,28,,0.26,,,22,,,,,,,,,,,,,,,,0.03,0.01,,,,,,,,0.0
100.0,,Banana jam,Mứt chuối,,,,,,,,,,,,,,,,,,,0,0,0,0,0,218,914,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,Pineapple jam,Mứt Dứa,,,,,,,,,,,,,,,,,,,,20,,,,208,870,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,Papaya jam,Mứt Ơ Đu,,,,,,,,,,,,,,,,,,,,,,,,178,745,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,62,259,0,0,0,0,,,,,0.2,15.0,0.0,1.0,0.5,83.3,12,,0.3,,,230,,,,,,,,,,,,,,,,,0.04,,,,32,,,,0.1
